age_group,gender_encoded,marital_status_encoded,housing_status_encoded,income_category,customer_reference,annual_income_normalized,savings_balance_normalized,checking_balance_normalized,loan_amount_normalized,loan_duration_months,existing_credits,past_due_count,credit_history_score,debt_ratio,loan_purpose_car,loan_purpose_education,loan_purpose_health,loan_purpose_housing,loan_purpose_other,credit_risk_encoded,region_Assaba,region_Brakna,region_Gorgol,region_Guidimakha,region_Hodh Ech Chargui,region_Hodh El Gharbi,region_Inchiri,region_Nouadhibou,region_Nouakchott,region_Tagant,region_Trarza,education_level_master,education_level_phd,education_level_primary,education_level_secondary,employment_status_public_sector,employment_status_retired,employment_status_self_employed,employment_status_student,employment_status_unemployed
18-25,1,2,2,Très bas,USER0110,-1.079632220283315,-0.4774347676867637,-0.939483811428738,0.9281854957012823,12,1,1,593,1.8,True,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
46-55,0,1,3,Très bas,USER0111,-0.9456112615147524,-0.9609409388659225,-0.5167375673172806,-1.0373310305129235,18,3,0,556,0.654,False,False,False,True,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
36-45,0,2,2,Très bas,USER0112,-1.13689093626,-0.9609409388659225,-0.40917447335888835,0.012566124238370533,48,2,0,558,1.442,False,False,False,False,False,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
18-25,0,2,2,Très bas,USER0113,-0.7295655346931929,-0.4706795042562722,0.0529264096695767,-0.14947092301448978,24,1,1,688,0.659,False,False,False,False,False,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
36-45,1,1,0,Élevé,USER0114,0.042906824822166144,-0.5581953561965733,1.5372971062953893,-0.2351130278368432,12,0,0,560,0.45,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
26-35,1,2,2,Bas,USER0115,-0.5584132325568049,0.24301210387522357,0.7051190275080338,-0.2904343950157464,12,2,1,604,0.562,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
56+,0,2,0,Très bas,USER0116,-1.116356186088554,-0.295970106031068,-0.6473850077782286,-0.05548342382102589,24,0,0,703,1.207,False,False,False,True,False,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
26-35,0,2,0,Très élevé,USER0117,0.97857745260467,3.1724810941228148,-0.9533544701776119,-0.9515644881679954,18,0,1,688,0.172,False,False,False,False,False,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
36-45,0,2,2,Très élevé,USER0118,2.3717466450367177,2.9132273047700887,-1.2790190390774945,-1.0031010153745632,24,0,0,696,0.116,True,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
46-55,0,3,3,Très bas,USER0119,-1.0035120796419414,-0.9609409388659225,-0.2674149826621907,-0.6149836146076613,60,4,0,655,0.795,True,False,False,False,False,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
26-35,0,1,3,Bas,USER0120,-0.6166197142584825,-0.2927848710590958,-1.012510937847092,-1.4569585977104826,24,1,1,380,0.323,True,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
18-25,0,1,2,Bas,USER0121,-0.6576782607872712,-0.7930673804850594,0.12196923868093323,1.0106245463711294,48,0,1,655,1.104,False,True,False,False,False,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
36-45,0,1,0,Très élevé,USER0122,0.8760064589559293,-0.9609409388659225,-0.4575293555256316,2.2076052367339427,24,0,0,555,0.61,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False
26-35,1,2,0,Bas,USER0123,-0.6196372292387154,-0.12858493938312995,-0.23106797084624447,1.0398382748851818,36,0,0,571,0.979,False,True,False,False,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
46-55,0,2,2,Élevé,USER0124,-0.10582719272728391,-0.9609409388659225,-1.2790190390774945,-1.1566391414427468,24,0,0,693,0.273,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
46-55,0,1,0,Bas,USER0125,-0.3720481690723621,0.03840721169521529,-0.06187439337717638,-0.29457477076686683,12,2,0,589,0.436,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
46-55,0,2,2,Bas,USER0126,-0.7138233389968346,-0.09411303400499135,-0.1303512710523115,-0.622112106972295,36,1,1,530,0.398,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
36-45,1,1,2,Bas,USER0127,-0.2470990548217274,-0.7002861065621794,0.1806276691745386,0.30617080250224005,24,0,1,496,0.634,False,True,False,False,False,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
36-45,0,2,3,Élevé,USER0128,-0.13827708459163615,1.0962900158765514,1.226670672900814,0.26159469620124426,36,2,0,589,0.555,False,False,False,True,False,1,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
36-45,0,1,2,Très élevé,USER0129,0.6918890138033489,1.4250615173821568,0.06648336967780223,-0.8368670298603214,24,0,0,640,0.22,False,False,False,False,True,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
46-55,1,1,0,Très élevé,USER0130,0.6116653657549753,-0.2693272681292123,-1.2790190390774945,-0.8477609693366297,24,1,0,713,0.317,False,False,False,True,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
46-55,0,1,0,Élevé,USER0131,-0.18509472928753862,-0.9609409388659225,0.7942967880583244,-0.5522315496521574,48,1,1,607,0.379,True,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
26-35,1,2,3,Très élevé,USER0132,0.7665136980145885,-0.3479813589626687,1.348385784272373,1.8852360978946674,24,1,1,501,0.626,False,False,False,True,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
26-35,0,3,3,Bas,USER0133,-0.34435640541020285,-0.9609409388659225,0.008555824909831079,1.2031196973637888,24,0,1,530,0.985,False,False,False,False,False,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
56+,0,1,3,Très bas,USER0134,-0.9366395661543362,-0.47443535179162816,-1.0687956067362039,-0.8567624888267702,12,0,1,729,0.382,True,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
36-45,1,2,2,Très bas,USER0135,-0.9413507494389455,-0.578161862665178,-0.23362283687832897,-0.5710571691388086,18,1,2,418,0.788,False,False,False,False,False,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
18-25,0,2,2,Élevé,USER0136,0.03666888849569995,-0.9609409388659225,-0.2722821641536934,-0.8274598763680219,18,1,0,681,0.339,False,False,False,True,False,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
36-45,1,0,2,Bas,USER0137,-0.2844552121837583,0.8812365005618444,-0.8491353401143784,2.4073969515502975,12,0,1,591,1.271,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
36-45,0,2,0,Bas,USER0138,-0.36377021527179215,0.1444211060721277,-0.44509783017457755,-0.2908691183088969,48,0,1,616,0.393,False,True,False,False,False,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
26-35,1,3,3,Très bas,USER0139,-0.9261129508015129,-0.14159391917831446,-1.1474208003716948,0.17421693034973268,48,0,1,587,0.975,False,False,False,False,True,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
36-45,0,1,2,Bas,USER0140,-0.34147190102978997,-0.41684294888848705,-0.4704168759532983,-0.2098150411045884,18,1,0,568,1.8,False,False,False,False,False,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
36-45,1,2,2,Bas,USER0141,-0.5057749396907347,1.3459387678150854,-0.1459812299549246,1.202043393597104,18,0,0,655,1.186,True,False,False,False,False,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
26-35,1,1,2,Très élevé,USER0142,0.8655440016571367,0.4686063296547434,1.975298164423736,-1.3127452054767892,12,0,0,505,0.069,False,False,False,True,False,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
26-35,1,0,1,Bas,USER0143,-0.31335815471957384,-0.2222509094417463,-0.6233304589850078,0.5194631804820837,12,1,0,657,0.707,True,False,False,False,False,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
26-35,0,1,2,Très élevé,USER0144,1.2588448699009487,-0.14969267097850206,-0.686791390817405,-0.762133409159772,36,2,1,650,0.197,True,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
36-45,1,3,0,Très élevé,USER0145,0.8957963497683825,1.7673698564144917,2.6186587074095065,1.4636191464076354,24,2,1,593,0.414,False,True,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
56+,1,2,1,Élevé,USER0146,0.1079041496574055,-0.4981692167118531,-0.013141132317073763,-0.7462862098563039,24,0,1,662,0.219,True,False,False,False,False,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
46-55,0,1,2,Élevé,USER0147,-0.09238425477212987,-0.10335465534855563,-1.2790190390774945,-0.4533263442094119,12,1,0,426,0.471,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
26-35,1,1,0,Très élevé,USER0148,1.8511598488670002,-0.26824030875054744,1.43351133325532,-0.9878873161860204,12,0,0,658,0.281,True,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
18-25,0,2,2,Très bas,USER0149,-0.8817458308034728,-0.909654873658968,-0.9448554981113865,-0.5164436413740311,48,0,2,487,0.702,False,False,False,True,False,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
46-55,0,2,2,Bas,USER0150,-0.5539868484388693,0.7710424991644087,-0.9351922832963633,-0.7347022077548088,36,0,0,568,0.42,False,False,True,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
46-55,0,0,2,Élevé,USER0151,0.01705634514967365,-0.4356271198150947,-1.1431034001782356,-0.7112917927935564,18,3,1,521,0.244,True,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
46-55,0,2,1,Bas,USER0152,-0.3137754428758723,-0.9609409388659225,-0.6192944174558415,-1.3012872569695906,12,1,1,534,0.269,False,True,False,False,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
36-45,1,2,2,Très bas,USER0153,-0.9909449252048188,-0.5735065192446032,-0.8257922730009786,-0.6597100155787797,48,2,0,733,0.711,True,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
46-55,1,1,0,Bas,USER0154,-0.24324800674928815,0.016949219362088708,-0.3347728936954256,0.5932643277991839,36,2,1,520,0.71,False,True,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
36-45,0,1,2,Bas,USER0155,-0.48066931937723484,-0.2657259957551188,-1.2790190390774945,-0.657636595559776,18,0,0,586,0.395,False,False,False,False,False,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
36-45,0,2,2,Très bas,USER0156,-1.1976694778350618,-0.5321116199418373,-0.6585035260292493,0.1461199073954091,60,2,1,580,1.535,True,False,False,False,False,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
36-45,0,1,2,Très élevé,USER0157,0.5015722314787601,-0.9609409388659225,0.9276155188262368,-0.528113295276779,24,1,0,712,0.406,False,True,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
18-25,1,2,0,Très élevé,USER0158,0.735712094367615,0.45575685827064893,2.245412184167777,-0.46233756012988303,36,3,0,626,0.437,True,False,False,False,False,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
26-35,1,2,2,Bas,USER0159,-0.240352026944577,-0.5150195537060708,-0.0938231548087746,0.3531354628079806,18,2,0,637,0.831,True,False,False,False,False,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
46-55,0,2,2,Très élevé,USER0160,1.3613141495615917,1.3945789666978772,3.0950442021641957,1.0084541620488208,12,0,1,470,0.641,False,False,False,True,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
26-35,1,1,3,Élevé,USER0161,-0.20592836210093318,1.783708779843256,-1.2790190390774945,-0.07486497197995871,48,0,0,753,0.305,False,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
